file name,visibility,x-coordinate,y-coordinate,status
0000.jpg,1,602,125,0
0001.jpg,1,601,117,0
0002.jpg,1,602,109,0
0003.jpg,1,603,97,0
0004.jpg,1,602,91,0
0005.jpg,1,603,83,0
0006.jpg,1,603,74,0
0007.jpg,1,605,67,0
0008.jpg,1,605,62,0
0009.jpg,1,606,56,0
0010.jpg,1,607,51,0
0011.jpg,1,608,45,0
0012.jpg,1,610,39,0
0013.jpg,1,610,36,0
0014.jpg,1,613,36,0
0015.jpg,1,614,34,0
0016.jpg,1,614,35,0
0017.jpg,1,615,33,0
0018.jpg,1,617,36,0
0019.jpg,1,617,38,0
0020.jpg,1,616,40,0
0021.jpg,1,619,43,0
0022.jpg,1,619,46,0
0023.jpg,1,619,50,0
0024.jpg,1,619,56,1
0025.jpg,1,620,68,0
0026.jpg,1,620,83,0
0027.jpg,1,620,98,0
0028.jpg,2,621,118,0
0029.jpg,1,625,140,0
0030.jpg,1,627,162,0
0031.jpg,1,630,188,0
0032.jpg,1,634,212,0
0033.jpg,2,642,241,0
0034.jpg,2,645,275,0
0035.jpg,1,654,307,0
0036.jpg,1,661,344,0
0037.jpg,1,668,370,2
0038.jpg,1,671,370,0
0039.jpg,1,674,369,0
0040.jpg,1,676,369,0
0041.jpg,1,679,371,0
0042.jpg,1,685,373,0
0043.jpg,1,689,380,0
0044.jpg,1,694,385,1
0045.jpg,1,696,373,1
0046.jpg,1,695,347,0
0047.jpg,1,695,326,0
0048.jpg,1,695,306,0
0049.jpg,2,696,288,0
0050.jpg,1,694,275,0
0051.jpg,1,696,261,0
0052.jpg,2,696,249,0
0053.jpg,1,696,236,0
0054.jpg,1,697,229,0
0055.jpg,2,698,220,0
0056.jpg,1,699,212,0
0057.jpg,1,699,207,0
0058.jpg,1,700,200,0
0059.jpg,1,701,197,0
0060.jpg,1,701,193,0
0061.jpg,1,702,194,0
0062.jpg,1,703,190,0
0063.jpg,1,703,188,0
0064.jpg,1,703,186,0
0065.jpg,1,706,184,0
0066.jpg,1,707,184,0
0067.jpg,1,707,184,0
0068.jpg,1,709,184,0
0069.jpg,1,710,184,0
0070.jpg,1,711,186,0
0071.jpg,1,711,188,0
0072.jpg,1,712,190,0
0073.jpg,1,714,191,0
0074.jpg,1,715,195,2
0075.jpg,1,715,188,0
0076.jpg,1,717,181,0
0077.jpg,2,718,173,0
0078.jpg,1,720,167,0
0079.jpg,1,720,161,0
0080.jpg,1,722,156,0
0081.jpg,2,723,153,0
0082.jpg,2,720,149,1
0083.jpg,1,732,155,0
0084.jpg,1,741,159,0
0085.jpg,1,750,166,0
0086.jpg,2,758,173,0
0087.jpg,1,770,182,0
0088.jpg,1,780,191,0
0089.jpg,1,790,205,0
0090.jpg,1,802,218,0
0091.jpg,1,812,232,0
0092.jpg,2,823,248,0
0093.jpg,1,835,267,0
0094.jpg,1,846,287,0
0095.jpg,1,859,307,0
0096.jpg,1,872,332,0
0097.jpg,1,886,359,0
0098.jpg,1,898,387,0
0099.jpg,1,912,415,2
0100.jpg,2,924,419,0
0101.jpg,1,935,422,0
0102.jpg,1,962,438,0
0103.jpg,1,975,449,0
0104.jpg,1,989,463,0
0105.jpg,1,1003,477,0
0106.jpg,1,1019,493,0
0107.jpg,1,1034,514,0
0108.jpg,1,1050,534,0
0109.jpg,1,1068,559,0
0110.jpg,1,1085,585,0
0111.jpg,1,1104,616,0
0112.jpg,1,1121,648,0
0113.jpg,1,1141,684,0
0114.jpg,1,1159,718,0
