file name,visibility,x-coordinate,y-coordinate,status
0000.jpg,1,576,405,0
0001.jpg,1,575,394,0
0002.jpg,1,574,385,0
0003.jpg,1,572,380,0
0004.jpg,1,571,374,0
0005.jpg,1,570,370,0
0006.jpg,1,569,367,0
0007.jpg,1,568,364,0
0008.jpg,1,567,364,0
0009.jpg,1,566,363,0
0010.jpg,1,563,364,0
0011.jpg,1,563,368,0
0012.jpg,1,561,372,0
0013.jpg,1,560,376,0
0014.jpg,1,559,382,0
0015.jpg,1,557,391,0
0016.jpg,1,556,398,0
0017.jpg,1,574,395,1
0018.jpg,1,612,373,0
0019.jpg,1,644,356,0
0020.jpg,1,673,342,0
0021.jpg,2,700,329,0
0022.jpg,2,720,322,0
0023.jpg,1,740,315,0
0024.jpg,1,758,307,0
0025.jpg,1,771,304,0
0026.jpg,1,784,302,0
0027.jpg,2,798,298,0
0028.jpg,2,808,299,0
0029.jpg,1,817,300,2
0030.jpg,1,825,293,0
0031.jpg,1,833,274,0
0032.jpg,2,838,260,0
0033.jpg,2,847,241,0
0034.jpg,1,850,228,0
0035.jpg,1,856,214,0
0036.jpg,1,859,207,0
0037.jpg,1,865,193,0
0038.jpg,1,870,185,0
0039.jpg,1,858,189,1
0040.jpg,2,835,198,0
0041.jpg,1,819,205,0
0042.jpg,1,802,214,0
0043.jpg,1,783,225,0
0044.jpg,1,764,237,0
0045.jpg,1,743,253,0
0046.jpg,1,722,268,0
0047.jpg,1,702,281,0
0048.jpg,2,684,300,0
0049.jpg,1,664,315,0
0050.jpg,2,639,338,0
0051.jpg,2,620,356,0
0052.jpg,2,595,381,0
0053.jpg,1,575,404,0
0054.jpg,1,554,428,0
0055.jpg,1,531,455,0
0056.jpg,2,506,486,0
0057.jpg,1,490,497,2
0058.jpg,1,473,497,0
0059.jpg,1,454,500,0
0060.jpg,2,435,504,0
0061.jpg,1,411,513,0
0062.jpg,2,397,518,0
0063.jpg,2,377,531,0
0064.jpg,1,364,542,0
0065.jpg,1,346,551,1
0066.jpg,1,361,526,0
0067.jpg,1,377,502,0
0068.jpg,1,390,477,0
0069.jpg,1,404,458,0
0070.jpg,1,416,438,0
0071.jpg,1,429,419,0
0072.jpg,1,440,404,0
0073.jpg,1,450,391,0
0074.jpg,1,457,379,0
0075.jpg,1,468,365,0
0076.jpg,1,475,357,0
0077.jpg,1,482,348,0
0078.jpg,1,489,339,0
0079.jpg,2,494,332,0
0080.jpg,2,502,326,0
0081.jpg,1,508,319,0
0082.jpg,1,514,314,0
0083.jpg,1,518,310,0
0084.jpg,1,523,306,0
0085.jpg,2,527,302,0
0086.jpg,1,532,301,0
0087.jpg,1,537,299,0
0088.jpg,1,540,299,0
0089.jpg,1,545,298,0
0090.jpg,1,545,299,0
0091.jpg,1,550,298,2
0092.jpg,1,551,288,0
0093.jpg,1,552,280,0
0094.jpg,1,554,271,0
0095.jpg,1,555,266,0
0096.jpg,1,555,260,0
0097.jpg,1,556,254,0
0098.jpg,1,556,251,0
0099.jpg,1,557,248,0
0100.jpg,1,557,245,0
0101.jpg,1,559,245,0
0102.jpg,1,560,244,0
0103.jpg,1,562,242,1
0104.jpg,1,572,240,0
0105.jpg,2,580,240,0
0106.jpg,2,587,241,0
0107.jpg,2,595,243,0
0108.jpg,2,604,247,0
0109.jpg,2,610,251,0
0110.jpg,1,621,255,0
0111.jpg,1,629,261,0
0112.jpg,1,640,268,0
0113.jpg,1,652,278,0
0114.jpg,1,660,287,0
0115.jpg,2,673,301,0
0116.jpg,1,683,313,0
0117.jpg,1,696,324,0
0118.jpg,2,707,340,0
0119.jpg,1,719,356,0
0120.jpg,1,730,373,0
0121.jpg,2,742,393,0
0122.jpg,1,756,414,0
0123.jpg,1,768,432,0
0124.jpg,1,779,451,2
0125.jpg,1,791,449,0
0126.jpg,1,800,446,0
0127.jpg,1,807,444,0
0128.jpg,1,819,444,0
0129.jpg,1,830,445,0
0130.jpg,1,838,450,0
0131.jpg,1,851,454,0
0132.jpg,1,859,458,0
0133.jpg,1,871,462,0
0134.jpg,1,881,470,0
0135.jpg,1,892,478,0
0136.jpg,2,903,488,0
0137.jpg,1,912,499,0
0138.jpg,2,924,511,0
0139.jpg,2,935,526,0
0140.jpg,2,941,531,1
0141.jpg,2,926,483,0
0142.jpg,1,909,446,0
0143.jpg,1,898,419,0
0144.jpg,2,885,394,0
0145.jpg,2,875,372,0
0146.jpg,2,863,350,0
0147.jpg,1,852,334,0
0148.jpg,1,841,317,0
0149.jpg,2,831,302,0
0150.jpg,1,827,294,0
0151.jpg,1,819,286,0
0152.jpg,1,811,278,0
0153.jpg,1,803,272,0
0154.jpg,1,794,267,0
0155.jpg,1,789,264,0
0156.jpg,1,780,260,0
0157.jpg,1,776,260,0
0158.jpg,1,767,259,0
0159.jpg,1,763,260,0
0160.jpg,1,757,261,0
0161.jpg,1,750,264,2
0162.jpg,1,746,261,0
0163.jpg,2,742,247,0
0164.jpg,1,738,234,0
0165.jpg,1,735,223,0
0166.jpg,1,731,213,0
0167.jpg,1,729,205,0
0168.jpg,1,725,198,0
0169.jpg,1,721,190,1
0170.jpg,1,717,190,0
0171.jpg,1,709,194,0
0172.jpg,2,705,195,0
0173.jpg,2,705,200,0
0174.jpg,1,689,207,0
0175.jpg,1,682,213,0
0176.jpg,1,674,219,0
0177.jpg,1,667,228,0
0178.jpg,1,660,240,0
0179.jpg,1,650,247,0
0180.jpg,1,643,259,0
0181.jpg,1,637,271,0
0182.jpg,1,627,286,0
0183.jpg,2,617,300,0
0184.jpg,1,610,317,0
0185.jpg,2,601,333,0
0186.jpg,1,591,351,0
0187.jpg,1,583,373,0
0188.jpg,1,572,396,0
0189.jpg,1,563,416,0
0190.jpg,1,554,441,0
0191.jpg,1,543,466,0
0192.jpg,2,536,484,2
0193.jpg,1,529,479,0
0194.jpg,1,522,476,0
0195.jpg,1,517,476,0
0196.jpg,1,509,475,0
0197.jpg,1,504,475,0
0198.jpg,1,498,478,0
0199.jpg,1,491,481,0
0200.jpg,2,481,489,0
0201.jpg,1,474,492,0
0202.jpg,1,468,501,1
0203.jpg,1,486,485,0
0204.jpg,1,498,473,0
0205.jpg,1,522,449,0
0206.jpg,1,543,430,0
0207.jpg,1,560,412,0
0208.jpg,1,576,399,0
0209.jpg,2,594,382,0
0210.jpg,1,610,372,0
0211.jpg,1,624,360,0
0212.jpg,2,640,347,0
