file name,visibility,x-coordinate,y-coordinate,status
0000.jpg,1,665,281,0
0001.jpg,1,673,308,0
0002.jpg,1,681,338,0
0003.jpg,1,691,369,0
0004.jpg,1,698,388,2
0005.jpg,1,705,389,0
0006.jpg,1,711,391,0
0007.jpg,1,719,396,0
0008.jpg,1,728,401,0
0009.jpg,1,734,406,0
0010.jpg,1,742,412,0
0011.jpg,1,751,419,0
0012.jpg,1,762,431,0
0013.jpg,1,770,441,0
0014.jpg,1,782,453,0
0015.jpg,1,774,425,1
0016.jpg,1,763,396,0
0017.jpg,1,755,369,0
0018.jpg,1,748,350,0
0019.jpg,1,741,329,0
0020.jpg,1,734,313,0
0021.jpg,1,729,297,0
0022.jpg,1,724,284,0
0023.jpg,1,718,274,0
0024.jpg,1,713,262,0
0025.jpg,1,708,253,0
0026.jpg,1,704,246,0
0027.jpg,1,699,240,0
0028.jpg,1,695,235,0
0029.jpg,1,691,229,0
0030.jpg,1,689,226,0
0031.jpg,1,686,223,0
0032.jpg,2,683,221,0
0033.jpg,1,680,219,2
0034.jpg,1,678,209,0
0035.jpg,1,676,197,0
0036.jpg,1,674,186,0
0037.jpg,1,672,177,0
0038.jpg,1,671,168,0
0039.jpg,1,669,159,0
0040.jpg,1,667,153,0
0041.jpg,1,665,147,0
0042.jpg,1,663,143,0
0043.jpg,1,662,138,0
0044.jpg,1,660,138,1
0045.jpg,1,659,137,0
0046.jpg,1,657,139,0
0047.jpg,1,655,139,0
0048.jpg,1,655,140,0
0049.jpg,1,653,142,0
0050.jpg,1,652,144,0
0051.jpg,1,651,146,0
0052.jpg,1,649,149,0
0053.jpg,1,649,153,0
0054.jpg,1,647,155,0
0055.jpg,1,646,161,0
0056.jpg,2,646,164,0
0057.jpg,1,645,170,0
0058.jpg,1,645,174,0
0059.jpg,1,645,181,0
0060.jpg,1,644,186,0
0061.jpg,1,644,193,0
0062.jpg,1,644,201,0
0063.jpg,1,644,209,0
0064.jpg,1,644,217,0
0065.jpg,1,644,226,0
0066.jpg,1,644,237,0
0067.jpg,1,645,247,0
0068.jpg,1,645,258,0
0069.jpg,1,646,271,0
0070.jpg,1,646,282,0
0071.jpg,1,647,296,0
0072.jpg,1,648,310,0
0073.jpg,1,649,323,0
0074.jpg,1,650,336,0
0075.jpg,1,651,352,0
0076.jpg,1,653,372,0
0077.jpg,1,654,388,0
0078.jpg,1,656,404,0
0079.jpg,1,657,426,0
0080.jpg,1,658,445,0
0081.jpg,1,661,465,0
0082.jpg,1,662,487,0
0083.jpg,1,664,509,0
0084.jpg,1,667,508,2
0085.jpg,1,670,507,0
0086.jpg,1,673,507,0
0087.jpg,1,676,506,0
0088.jpg,1,679,509,0
0089.jpg,1,682,509,0
0090.jpg,1,685,513,0
0091.jpg,1,688,516,0
0092.jpg,1,692,520,0
0093.jpg,1,695,524,0
0094.jpg,1,698,531,0
0095.jpg,1,702,537,0
0096.jpg,1,705,545,0
0097.jpg,1,704,538,1
0098.jpg,1,681,492,0
0099.jpg,1,662,453,0
0100.jpg,1,643,418,0
0101.jpg,1,629,388,0
0102.jpg,1,615,363,0
0103.jpg,1,600,339,0
0104.jpg,1,589,318,0
0105.jpg,1,578,301,0
0106.jpg,1,566,286,0
0107.jpg,1,556,271,0
0108.jpg,2,549,259,0
0109.jpg,1,540,248,0
0110.jpg,1,532,239,0
0111.jpg,1,524,232,0
0112.jpg,1,517,227,0
0113.jpg,2,509,220,0
0114.jpg,1,504,216,0
0115.jpg,1,498,213,0
0116.jpg,1,493,211,0
0117.jpg,1,487,210,0
0118.jpg,1,482,210,0
0119.jpg,1,477,210,0
0120.jpg,1,473,210,0
0121.jpg,1,468,211,0
0122.jpg,1,465,212,2
0123.jpg,1,461,198,0
0124.jpg,2,458,186,0
0125.jpg,1,455,175,0
0126.jpg,1,452,165,0
0127.jpg,1,449,158,0
0128.jpg,1,446,147,0
0129.jpg,1,443,142,0
0130.jpg,1,440,136,0
0131.jpg,1,437,129,0
0132.jpg,1,435,124,0
0133.jpg,1,432,119,0
0134.jpg,1,430,117,0
0135.jpg,1,427,113,0
0136.jpg,1,426,111,0
0137.jpg,1,423,110,0
0138.jpg,1,422,108,0
0139.jpg,1,420,107,0
0140.jpg,1,428,111,1
0141.jpg,2,439,116,0
0142.jpg,2,454,124,0
0143.jpg,1,469,131,0
0144.jpg,1,482,139,0
0145.jpg,1,494,147,0
0146.jpg,1,509,157,0
0147.jpg,1,523,167,0
0148.jpg,1,540,180,0
0149.jpg,1,554,192,0
0150.jpg,1,569,203,0
0151.jpg,1,584,217,0
0152.jpg,1,601,233,0
0153.jpg,1,615,247,0
0154.jpg,2,632,260,0
0155.jpg,1,651,281,0
0156.jpg,1,656,284,2
0157.jpg,1,661,284,0
0158.jpg,1,667,282,0
0159.jpg,1,671,280,0
0160.jpg,1,675,279,0
0161.jpg,1,680,279,0
0162.jpg,1,684,280,0
0163.jpg,1,689,281,0
0164.jpg,1,692,282,0
0165.jpg,1,698,283,0
0166.jpg,1,702,286,0
0167.jpg,1,707,289,0
0168.jpg,1,709,286,2
0169.jpg,1,711,282,0
0170.jpg,1,714,278,0
0171.jpg,1,716,274,0
0172.jpg,1,719,273,0
0173.jpg,1,722,270,0
0174.jpg,1,724,269,0
0175.jpg,1,726,267,0
0176.jpg,1,730,267,0
0177.jpg,1,731,268,0
0178.jpg,1,734,268,0
0179.jpg,1,737,269,0
0180.jpg,1,738,270,0
0181.jpg,1,741,272,0
0182.jpg,1,743,274,0
0183.jpg,1,744,277,0
0184.jpg,1,748,275,2
0185.jpg,1,751,270,0
0186.jpg,1,753,267,0
0187.jpg,1,757,266,0
