file name,visibility,x-coordinate,y-coordinate,status
0000.jpg,1,523,450,0
0001.jpg,1,520,451,0
0002.jpg,1,521,450,0
0003.jpg,1,524,446,0
0004.jpg,1,532,440,0
0005.jpg,1,541,429,0
0006.jpg,1,552,411,0
0007.jpg,1,560,389,0
0008.jpg,1,562,365,0
0009.jpg,1,562,341,0
0010.jpg,1,561,317,0
0011.jpg,1,561,296,0
0012.jpg,1,561,277,0
0013.jpg,1,563,258,0
0014.jpg,1,561,242,0
0015.jpg,1,561,226,0
0016.jpg,1,561,213,0
0017.jpg,1,561,202,0
0018.jpg,1,562,191,0
0019.jpg,1,562,184,0
0020.jpg,1,562,176,0
0021.jpg,1,563,170,0
0022.jpg,1,564,167,0
0023.jpg,1,564,166,0
0024.jpg,1,564,166,0
0025.jpg,1,566,167,0
0026.jpg,1,566,172,0
0027.jpg,1,564,176,0
0028.jpg,1,568,184,0
0029.jpg,1,569,191,0
0030.jpg,1,569,202,0
0031.jpg,1,570,213,0
0032.jpg,1,594,202,0
0033.jpg,1,615,191,0
0034.jpg,2,629,182,0
0035.jpg,1,640,177,0
0036.jpg,1,648,175,0
0037.jpg,2,654,173,0
0038.jpg,1,657,172,0
0039.jpg,1,660,172,0
0040.jpg,1,663,175,0
0041.jpg,1,664,176,2
0042.jpg,1,665,175,0
0043.jpg,1,665,159,0
0044.jpg,1,665,143,0
0045.jpg,1,666,131,0
0046.jpg,1,666,120,0
0047.jpg,2,663,112,0
0048.jpg,2,663,103,0
0049.jpg,2,664,98,0
0050.jpg,2,663,92,0
0051.jpg,2,661,85,0
0052.jpg,2,661,83,0
0053.jpg,2,657,82,1
0054.jpg,2,655,81,0
0055.jpg,2,652,80,0
0056.jpg,1,649,80,0
0057.jpg,1,645,81,0
0058.jpg,1,641,83,0
0059.jpg,1,638,84,0
0060.jpg,1,634,87,0
0061.jpg,1,630,92,0
0062.jpg,1,624,98,0
0063.jpg,1,621,106,0
0064.jpg,1,617,114,0
0065.jpg,1,613,121,0
0066.jpg,1,607,133,0
0067.jpg,1,603,147,0
