file name,visibility,x-coordinate,y-coordinate,status
0000.jpg,1,614,141,0
0001.jpg,1,619,169,0
0002.jpg,1,625,196,0
0003.jpg,1,631,227,0
0004.jpg,2,638,259,0
0005.jpg,1,645,291,0
0006.jpg,1,652,326,0
0007.jpg,1,661,363,0
0008.jpg,1,669,401,0
0009.jpg,1,676,408,2
0010.jpg,1,683,416,0
0011.jpg,1,692,427,0
0012.jpg,1,702,439,0
0013.jpg,1,710,453,0
0014.jpg,1,721,469,0
0015.jpg,1,733,487,0
0016.jpg,1,744,508,0
0017.jpg,1,757,529,0
0018.jpg,1,755,511,1
0019.jpg,1,748,479,0
0020.jpg,1,741,452,0
0021.jpg,1,736,426,0
0022.jpg,1,731,404,0
0023.jpg,1,726,385,0
0024.jpg,1,722,366,0
0025.jpg,1,718,351,0
0026.jpg,1,715,338,0
0027.jpg,1,712,325,0
0028.jpg,1,709,312,0
0029.jpg,1,707,302,0
0030.jpg,1,704,294,0
0031.jpg,1,703,287,0
0032.jpg,1,701,281,0
0033.jpg,1,699,274,0
0034.jpg,1,698,270,0
0035.jpg,1,698,266,0
0036.jpg,1,698,267,0
0037.jpg,1,699,268,0
0038.jpg,1,699,271,0
0039.jpg,1,699,273,0
0040.jpg,1,700,277,0
0041.jpg,1,700,282,0
0042.jpg,1,700,286,0
0043.jpg,1,700,290,0
0044.jpg,1,700,295,0
0045.jpg,1,701,301,0
0046.jpg,1,700,305,0
0047.jpg,1,701,303,2
0048.jpg,1,701,298,0
0049.jpg,1,701,296,0
0050.jpg,1,702,293,0
0051.jpg,1,703,291,0
0052.jpg,1,703,290,0
0053.jpg,1,703,288,0
0054.jpg,1,703,288,0
0055.jpg,1,704,288,0
0056.jpg,1,705,288,0
0057.jpg,1,705,290,0
0058.jpg,1,705,292,0
0059.jpg,1,706,295,0
0060.jpg,1,706,297,0
0061.jpg,1,706,301,0
0062.jpg,1,706,305,0
0063.jpg,1,707,310,0
0064.jpg,1,707,315,0
