file name,visibility,x-coordinate,y-coordinate,status
0000.jpg,1,721,460,0
0001.jpg,1,721,456,0
0002.jpg,1,724,447,0
0003.jpg,1,725,438,0
0004.jpg,1,727,423,0
0005.jpg,1,726,406,0
0006.jpg,1,725,387,0
0007.jpg,1,725,370,0
0008.jpg,1,723,353,0
0009.jpg,1,723,337,0
0010.jpg,1,723,324,0
0011.jpg,1,722,311,0
0012.jpg,1,721,300,0
0013.jpg,1,721,291,0
0014.jpg,1,719,282,0
0015.jpg,1,719,275,0
0016.jpg,1,717,268,0
0017.jpg,1,717,263,0
0018.jpg,1,715,259,0
0019.jpg,1,714,257,0
0020.jpg,1,713,255,0
0021.jpg,1,713,255,0
0022.jpg,1,711,257,0
0023.jpg,1,710,259,0
0024.jpg,1,709,263,0
0025.jpg,1,708,267,0
0026.jpg,1,708,274,0
0027.jpg,1,707,282,0
0028.jpg,1,706,290,0
0029.jpg,2,700,291,1
0030.jpg,1,688,274,0
0031.jpg,1,678,258,0
0032.jpg,2,669,247,0
0033.jpg,1,663,238,0
0034.jpg,1,655,232,0
0035.jpg,1,650,228,0
0036.jpg,2,647,226,0
0037.jpg,1,639,224,0
0038.jpg,2,632,224,2
0039.jpg,1,629,205,0
0040.jpg,1,626,184,0
0041.jpg,2,624,170,0
0042.jpg,2,618,155,0
0043.jpg,2,615,140,0
0044.jpg,1,610,128,0
0045.jpg,1,612,123,1
0046.jpg,1,618,116,0
0047.jpg,1,622,114,0
0048.jpg,2,629,107,0
0049.jpg,2,636,103,0
0050.jpg,2,641,98,0
0051.jpg,2,647,98,0
0052.jpg,2,653,97,0
0053.jpg,1,659,97,0
0054.jpg,1,665,96,0
0055.jpg,1,672,98,0
0056.jpg,1,677,98,0
0057.jpg,1,684,101,0
0058.jpg,1,689,103,0
0059.jpg,2,696,108,0
0060.jpg,2,703,113,0
0061.jpg,1,711,116,0
0062.jpg,1,715,124,0
0063.jpg,1,724,130,0
0064.jpg,1,730,138,0
0065.jpg,1,740,150,0
0066.jpg,1,745,158,0
0067.jpg,1,752,168,0
0068.jpg,1,759,178,0
0069.jpg,1,766,194,0
0070.jpg,1,775,207,0
0071.jpg,1,781,222,0
0072.jpg,1,788,238,0
0073.jpg,1,798,257,0
0074.jpg,1,805,276,0
0075.jpg,1,812,296,0
0076.jpg,1,821,317,0
0077.jpg,1,828,341,0
0078.jpg,1,837,364,0
0079.jpg,1,843,391,0
0080.jpg,1,848,393,2
0081.jpg,1,853,381,0
0082.jpg,1,858,374,0
0083.jpg,1,861,368,0
0084.jpg,1,868,362,0
0085.jpg,1,872,357,0
0086.jpg,1,882,350,0
0087.jpg,2,886,348,0
0088.jpg,2,892,349,0
0089.jpg,2,895,349,0
0090.jpg,1,899,350,0
0091.jpg,1,905,354,0
0092.jpg,1,909,356,1
0093.jpg,1,888,322,1
0094.jpg,1,874,301,0
0095.jpg,2,858,279,0
0096.jpg,2,848,265,0
0097.jpg,1,839,253,0
0098.jpg,2,834,244,0
0099.jpg,1,825,235,0
0100.jpg,1,817,229,0
0101.jpg,1,813,228,0
0102.jpg,1,806,224,0
0103.jpg,1,803,224,0
0104.jpg,1,799,224,2
0105.jpg,1,794,207,0
0106.jpg,1,793,191,0
0107.jpg,1,790,178,0
0108.jpg,2,788,168,0
0109.jpg,1,784,158,0
0110.jpg,1,782,150,0
0111.jpg,1,781,142,0
0112.jpg,1,780,138,0
0113.jpg,1,778,133,0
0114.jpg,1,776,129,0
0115.jpg,1,775,129,0
0116.jpg,1,773,126,0
0117.jpg,1,771,126,0
0118.jpg,1,768,127,0
0119.jpg,1,769,127,0
0120.jpg,1,766,128,0
0121.jpg,1,765,132,0
0122.jpg,1,764,136,2
0123.jpg,1,761,126,0
0124.jpg,1,758,119,0
0125.jpg,1,758,112,0
0126.jpg,1,758,104,0
0127.jpg,1,757,101,0
0128.jpg,1,755,96,0
0129.jpg,2,756,92,0
