file name,visibility,x-coordinate,y-coordinate,status
0000.jpg,1,717,268,0
0001.jpg,1,719,264,0
0002.jpg,1,715,260,0
0003.jpg,1,718,254,0
0004.jpg,1,714,248,0
0005.jpg,1,714,244,0
0006.jpg,1,711,243,0
0007.jpg,1,713,244,0
0008.jpg,1,712,243,0
0009.jpg,1,711,245,0
0010.jpg,1,708,249,0
0011.jpg,1,707,251,0
0012.jpg,1,708,257,0
0013.jpg,1,708,255,0
0014.jpg,1,706,263,0
0015.jpg,1,706,270,0
0016.jpg,1,703,280,0
0017.jpg,1,701,291,0
0018.jpg,1,696,288,1
0019.jpg,1,692,284,0
0020.jpg,1,676,269,0
0021.jpg,1,660,253,0
0022.jpg,1,651,247,0
0023.jpg,2,639,236,0
0024.jpg,1,630,231,0
0025.jpg,1,631,232,0
0026.jpg,1,624,229,0
0027.jpg,1,617,228,0
0028.jpg,1,613,228,0
0029.jpg,1,606,222,2
0030.jpg,1,598,200,0
0031.jpg,1,602,197,0
0032.jpg,1,597,182,0
0033.jpg,2,592,168,0
0034.jpg,1,587,150,0
0035.jpg,1,584,140,0
0036.jpg,1,581,131,0
0037.jpg,1,579,132,0
0038.jpg,1,578,120,0
0039.jpg,1,575,114,0
0040.jpg,1,579,114,0
0041.jpg,1,583,110,1
0042.jpg,1,587,110,0
0043.jpg,1,589,110,0
0044.jpg,1,592,110,0
0045.jpg,1,595,110,0
0046.jpg,1,603,112,0
0047.jpg,1,608,117,0
0048.jpg,1,616,119,0
0049.jpg,1,616,119,0
0050.jpg,1,620,124,0
0051.jpg,1,624,126,0
0052.jpg,1,631,131,0
0053.jpg,1,640,138,0
0054.jpg,1,644,141,0
0055.jpg,1,647,145,0
0056.jpg,1,652,152,0
0057.jpg,1,657,161,0
0058.jpg,2,665,168,0
0059.jpg,1,672,184,0
0060.jpg,1,676,197,0
0061.jpg,1,678,198,0
0062.jpg,1,685,208,0
0063.jpg,1,691,222,0
0064.jpg,1,699,242,0
0065.jpg,1,705,258,0
0066.jpg,1,717,276,0
0067.jpg,1,715,278,0
0068.jpg,1,721,298,0
0069.jpg,1,732,322,0
0070.jpg,1,740,340,0
0071.jpg,1,744,367,0
0072.jpg,1,753,393,0
0073.jpg,1,753,393,0
0074.jpg,1,761,419,2
0075.jpg,1,764,414,0
0076.jpg,1,770,408,0
0077.jpg,1,778,404,0
0078.jpg,1,780,404,0
0079.jpg,1,781,404,0
0080.jpg,1,789,403,0
0081.jpg,1,794,405,0
0082.jpg,1,800,406,0
0083.jpg,1,803,406,0
0084.jpg,1,803,406,0
0085.jpg,1,815,418,0
