file name,visibility,x-coordinate,y-coordinate,status
0000.jpg,1,584,59,0
0001.jpg,1,584,57,0
0002.jpg,1,585,55,0
0003.jpg,1,585,52,0
0004.jpg,1,584,55,0
0005.jpg,1,584,54,0
0006.jpg,1,585,55,0
0007.jpg,1,586,57,0
0008.jpg,1,586,59,0
0009.jpg,1,586,62,0
0010.jpg,1,586,66,0
0011.jpg,1,586,71,0
0012.jpg,1,587,78,0
0013.jpg,1,587,84,0
0014.jpg,1,587,90,0
0015.jpg,1,590,98,0
0016.jpg,1,590,107,0
0017.jpg,1,589,115,1
0018.jpg,2,610,141,0
0019.jpg,2,632,165,0
0020.jpg,1,652,190,0
0021.jpg,1,676,218,0
0022.jpg,2,696,243,0
0023.jpg,1,726,275,0
0024.jpg,1,750,306,0
0025.jpg,2,784,345,0
0026.jpg,1,808,375,0
0027.jpg,1,836,411,0
0028.jpg,1,868,445,0
0029.jpg,1,896,472,2
0030.jpg,1,919,470,0
0031.jpg,1,945,475,0
0032.jpg,1,969,479,0
0033.jpg,1,996,485,0
0034.jpg,2,1022,492,0
0035.jpg,1,1051,503,0
0036.jpg,2,1066,508,1
0037.jpg,2,1002,460,0
0038.jpg,1,964,431,0
0039.jpg,1,927,402,0
0040.jpg,2,891,380,0
0041.jpg,2,857,357,0
0042.jpg,1,826,339,0
0043.jpg,2,802,325,0
0044.jpg,1,777,311,0
0045.jpg,2,753,299,0
0046.jpg,1,729,287,0
0047.jpg,1,710,282,0
0048.jpg,1,691,275,0
0049.jpg,1,673,269,0
0050.jpg,1,656,264,0
0051.jpg,1,639,261,0
0052.jpg,1,625,258,0
0053.jpg,1,610,257,0
0054.jpg,1,595,257,0
0055.jpg,1,583,257,0
0056.jpg,1,571,258,0
0057.jpg,1,560,260,0
0058.jpg,1,550,264,0
0059.jpg,1,539,266,2
0060.jpg,1,531,256,0
0061.jpg,2,524,245,0
0062.jpg,1,517,234,0
0063.jpg,1,511,223,0
0064.jpg,1,505,214,1
0065.jpg,1,503,213,0
0066.jpg,1,508,214,0
0067.jpg,1,509,214,0
0068.jpg,1,511,218,0
0069.jpg,1,513,223,0
0070.jpg,1,517,228,0
0071.jpg,1,518,234,0
0072.jpg,2,521,241,0
0073.jpg,1,524,249,0
0074.jpg,1,527,259,0
0075.jpg,1,529,270,0
0076.jpg,1,531,282,0
0077.jpg,1,534,296,0
0078.jpg,1,537,311,0
0079.jpg,2,539,325,0
0080.jpg,2,541,344,0
0081.jpg,1,544,363,0
0082.jpg,1,547,383,0
0083.jpg,1,550,404,0
0084.jpg,1,552,427,0
0085.jpg,1,555,451,0
0086.jpg,1,557,477,0
0087.jpg,2,560,485,2
0088.jpg,1,563,480,0
0089.jpg,1,568,477,0
0090.jpg,1,571,476,0
0091.jpg,1,575,476,0
0092.jpg,1,579,477,0
0093.jpg,1,582,479,0
0094.jpg,2,586,483,0
0095.jpg,1,590,487,0
0096.jpg,1,594,495,0
0097.jpg,1,597,501,0
0098.jpg,1,601,510,0
0099.jpg,1,605,520,0
0100.jpg,1,608,532,0
0101.jpg,1,610,543,1
0102.jpg,1,624,509,0
0103.jpg,2,634,478,0
0104.jpg,2,643,454,0
0105.jpg,1,651,430,0
0106.jpg,1,660,406,0
0107.jpg,1,667,388,0
0108.jpg,1,673,369,0
0109.jpg,1,679,356,0
0110.jpg,1,685,338,0
0111.jpg,2,690,326,0
0112.jpg,1,696,313,0
0113.jpg,1,700,302,0
0114.jpg,1,705,291,0
0115.jpg,1,709,282,0
0116.jpg,1,714,275,0
0117.jpg,1,717,265,0
0118.jpg,1,720,260,0
0119.jpg,1,723,254,0
0120.jpg,1,726,251,0
0121.jpg,1,730,247,0
0122.jpg,2,732,243,0
0123.jpg,2,735,241,0
0124.jpg,1,737,240,0
0125.jpg,1,740,237,0
0126.jpg,1,742,236,0
0127.jpg,1,744,237,0
0128.jpg,1,746,237,0
0129.jpg,1,748,240,0
0130.jpg,1,749,240,0
0131.jpg,2,749,243,0
0132.jpg,2,753,245,0
0133.jpg,1,755,248,2
0134.jpg,2,755,245,0
0135.jpg,1,755,236,0
0136.jpg,1,755,228,0
0137.jpg,1,756,220,0
0138.jpg,1,756,214,0
0139.jpg,1,757,209,0
0140.jpg,1,757,205,0
0141.jpg,1,757,200,0
0142.jpg,1,753,198,1
