file name,visibility,x-coordinate,y-coordinate,status
0000.jpg,1,584,416,0
0001.jpg,2,579,422,0
0002.jpg,1,575,431,0
0003.jpg,1,568,443,0
0004.jpg,1,564,454,0
0005.jpg,1,559,468,0
0006.jpg,1,554,484,0
0007.jpg,1,552,501,0
0008.jpg,1,547,520,0
0009.jpg,1,544,542,0
0010.jpg,1,538,534,1
0011.jpg,1,529,506,0
0012.jpg,1,523,482,0
0013.jpg,1,514,458,0
0014.jpg,1,508,436,0
0015.jpg,1,502,417,0
0016.jpg,1,495,398,0
0017.jpg,1,489,383,0
0018.jpg,1,484,370,0
0019.jpg,1,479,356,0
0020.jpg,1,474,344,0
0021.jpg,1,469,334,0
0022.jpg,1,465,326,0
0023.jpg,1,460,317,0
0024.jpg,1,454,310,0
0025.jpg,1,450,304,0
0026.jpg,1,446,298,0
0027.jpg,1,442,295,0
0028.jpg,1,439,291,0
0029.jpg,1,436,290,0
0030.jpg,1,432,288,0
0031.jpg,2,428,288,0
0032.jpg,1,425,286,0
0033.jpg,1,422,288,0
0034.jpg,1,419,289,0
0035.jpg,1,416,292,0
0036.jpg,1,413,294,0
0037.jpg,1,410,299,0
0038.jpg,1,407,301,0
0039.jpg,1,406,306,0
0040.jpg,1,402,313,0
0041.jpg,1,399,317,0
0042.jpg,1,399,313,2
0043.jpg,1,399,299,0
0044.jpg,1,397,288,0
0045.jpg,1,396,277,0
0046.jpg,1,395,266,0
