file name,visibility,x-coordinate,y-coordinate,status
0000.jpg,1,486,168,0
0001.jpg,1,482,148,0
0002.jpg,1,480,128,0
0003.jpg,1,479,113,0
0004.jpg,1,477,98,0
0005.jpg,1,477,85,0
0006.jpg,1,476,74,0
0007.jpg,1,475,66,0
0008.jpg,1,474,59,0
0009.jpg,1,473,55,0
0010.jpg,1,471,50,0
0011.jpg,1,470,50,0
0012.jpg,1,470,50,0
0013.jpg,1,469,50,0
0014.jpg,1,470,57,0
0015.jpg,1,470,62,0
0016.jpg,1,469,71,0
0017.jpg,1,470,81,0
0018.jpg,1,468,93,0
0019.jpg,1,468,106,0
0020.jpg,1,469,124,0
0021.jpg,1,486,132,1
0022.jpg,1,533,131,0
0023.jpg,1,566,132,0
0024.jpg,1,592,133,0
0025.jpg,1,610,137,0
0026.jpg,1,625,142,0
0027.jpg,1,637,147,0
0028.jpg,1,645,152,0
0029.jpg,1,652,158,0
0030.jpg,1,661,163,0
0031.jpg,1,663,170,0
0032.jpg,2,667,172,0
0033.jpg,2,669,171,0
0034.jpg,1,675,159,0
0035.jpg,2,677,149,0
0036.jpg,2,680,139,0
0037.jpg,1,680,131,0
0038.jpg,1,683,124,0
0039.jpg,1,685,118,0
0040.jpg,1,687,113,0
0041.jpg,2,690,109,0
0042.jpg,2,690,105,0
0043.jpg,1,690,104,0
0044.jpg,1,694,103,0
0045.jpg,1,692,102,0
0046.jpg,1,696,103,0
0047.jpg,1,695,104,0
0048.jpg,1,698,104,1
0049.jpg,1,695,103,1
0050.jpg,1,691,98,0
0051.jpg,1,688,98,0
0052.jpg,1,686,98,0
0053.jpg,1,679,94,0
0054.jpg,1,674,96,0
0055.jpg,1,668,97,0
0056.jpg,1,665,97,0
0057.jpg,1,660,102,0
0058.jpg,1,655,104,0
0059.jpg,1,649,107,0
0060.jpg,1,643,114,0
0061.jpg,1,634,118,0
0062.jpg,1,628,126,0
0063.jpg,1,622,133,0
0064.jpg,1,614,144,0
0065.jpg,1,604,156,0
0066.jpg,1,597,172,0
0067.jpg,1,586,186,0
0068.jpg,1,576,205,0
0069.jpg,1,566,224,0
0070.jpg,1,554,246,0
0071.jpg,1,543,274,2
0072.jpg,1,533,267,0
0073.jpg,1,525,264,0
0074.jpg,1,515,257,0
0075.jpg,1,505,253,0
0076.jpg,1,500,254,0
0077.jpg,1,489,251,0
0078.jpg,1,479,252,0
0079.jpg,1,468,253,0
0080.jpg,1,458,257,0
0081.jpg,1,448,264,0
0082.jpg,1,435,274,0
0083.jpg,1,423,283,0
0084.jpg,1,410,294,0
0085.jpg,1,399,311,0
0086.jpg,1,385,327,0
0087.jpg,1,370,347,0
0088.jpg,1,403,327,1
0089.jpg,1,458,278,0
0090.jpg,1,506,242,0
0091.jpg,1,544,213,0
0092.jpg,1,576,194,0
0093.jpg,1,604,176,0
0094.jpg,1,626,164,0
0095.jpg,1,647,154,0
0096.jpg,1,664,148,0
0097.jpg,1,678,143,0
0098.jpg,1,692,141,0
0099.jpg,1,701,139,0
0100.jpg,1,712,138,0
