file name,visibility,x-coordinate,y-coordinate,status
0000.jpg,1,594,48,0
0001.jpg,1,598,56,0
0002.jpg,1,597,61,0
0003.jpg,1,597,60,0
0004.jpg,1,603,82,1
0005.jpg,3,606,110,0
0006.jpg,1,615,136,0
0007.jpg,2,620,170,0
0008.jpg,1,631,197,0
0009.jpg,1,632,198,0
0010.jpg,1,649,254,0
0011.jpg,1,651,269,0
0012.jpg,1,662,310,0
0013.jpg,1,675,357,0
0014.jpg,1,684,371,2
0015.jpg,1,684,371,0
0016.jpg,1,697,380,0
0017.jpg,1,710,389,0
0018.jpg,1,725,403,0
0019.jpg,1,738,419,0
0020.jpg,1,756,441,0
0021.jpg,1,756,440,0
0022.jpg,1,773,462,0
0023.jpg,1,795,488,1
0024.jpg,1,779,438,0
0025.jpg,1,764,397,0
0026.jpg,1,754,358,0
0027.jpg,1,755,359,0
0028.jpg,1,744,332,0
0029.jpg,1,735,304,0
0030.jpg,1,726,282,0
0031.jpg,1,721,265,0
0032.jpg,1,713,251,0
0033.jpg,1,714,249,0
0034.jpg,1,708,238,0
0035.jpg,1,702,224,0
0036.jpg,1,698,219,0
0037.jpg,1,695,210,0
0038.jpg,1,690,205,0
0039.jpg,1,689,202,0
0040.jpg,1,687,200,0
0041.jpg,1,683,196,0
0042.jpg,1,678,194,0
0043.jpg,1,677,191,0
0044.jpg,1,671,191,0
0045.jpg,1,675,190,0
0046.jpg,1,669,190,0
0047.jpg,1,668,190,0
0048.jpg,1,666,194,0
0049.jpg,1,664,196,0
0050.jpg,1,661,190,0
0051.jpg,1,663,190,2
0052.jpg,1,661,178,0
0053.jpg,2,662,168,0
0054.jpg,1,660,159,0
0055.jpg,1,657,152,0
0056.jpg,1,656,145,0
0057.jpg,1,653,144,0
0058.jpg,1,656,140,1
0059.jpg,1,648,139,0
0060.jpg,1,644,139,0
0061.jpg,1,638,143,0
0062.jpg,1,632,143,0
0063.jpg,1,633,143,0
0064.jpg,2,634,140,0
0065.jpg,2,628,145,0
0066.jpg,1,616,154,0
0067.jpg,1,609,160,0
0068.jpg,1,599,167,0
0069.jpg,1,603,167,0
