file name,visibility,x-coordinate,y-coordinate,status
0000.jpg,1,589,462,0
0001.jpg,1,592,455,0
0002.jpg,1,595,445,0
0003.jpg,1,597,429,0
0004.jpg,1,598,414,0
0005.jpg,1,598,394,0
0006.jpg,1,598,376,0
0007.jpg,1,596,360,0
0008.jpg,1,596,345,0
0009.jpg,1,595,332,0
0010.jpg,1,594,319,0
0011.jpg,1,594,307,0
0012.jpg,1,593,299,0
0013.jpg,1,593,290,0
0014.jpg,1,593,281,0
0015.jpg,1,592,275,0
0016.jpg,1,591,269,0
0017.jpg,1,589,266,0
0018.jpg,1,589,264,0
0019.jpg,1,587,261,0
0020.jpg,1,587,261,0
0021.jpg,1,587,263,0
0022.jpg,1,585,266,0
0023.jpg,1,585,269,0
0024.jpg,1,584,275,0
0025.jpg,1,584,281,0
0026.jpg,1,583,287,0
0027.jpg,1,582,295,0
0028.jpg,2,614,287,1
0029.jpg,1,662,269,0
0030.jpg,1,694,257,0
0031.jpg,2,721,248,0
0032.jpg,2,748,241,0
0033.jpg,1,770,235,0
0034.jpg,1,788,232,0
0035.jpg,1,803,231,0
0036.jpg,1,816,230,0
0037.jpg,1,824,224,2
0038.jpg,1,836,194,0
0039.jpg,1,842,178,0
0040.jpg,1,850,161,0
0041.jpg,1,858,148,0
0042.jpg,1,863,133,0
0043.jpg,1,866,125,0
0044.jpg,1,872,116,0
0045.jpg,1,876,107,0
0046.jpg,1,880,102,0
0047.jpg,1,884,96,0
0048.jpg,1,887,93,0
0049.jpg,1,889,90,0
0050.jpg,1,893,87,0
0051.jpg,1,895,89,0
0052.jpg,1,896,89,0
0053.jpg,1,898,87,0
0054.jpg,1,903,91,0
0055.jpg,1,907,93,0
0056.jpg,1,911,95,0
0057.jpg,1,921,100,0
0058.jpg,1,927,102,0
0059.jpg,2,930,107,0
0060.jpg,2,938,113,0
0061.jpg,1,945,117,0
0062.jpg,1,950,123,0
