file name,visibility,x-coordinate,y-coordinate,status
0000.jpg,1,708,274,0
0001.jpg,1,706,274,0
0002.jpg,1,703,276,0
0003.jpg,1,702,274,0
0004.jpg,1,701,280,0
0005.jpg,1,700,284,0
0006.jpg,2,698,288,0
0007.jpg,2,698,295,0
0008.jpg,1,696,302,0
0009.jpg,1,692,311,0
0010.jpg,1,691,319,0
0011.jpg,1,684,311,1
0012.jpg,1,675,291,0
0013.jpg,2,666,274,0
0014.jpg,1,659,257,0
0015.jpg,1,652,245,0
0016.jpg,2,642,237,0
0017.jpg,1,634,230,0
0018.jpg,1,630,224,0
0019.jpg,1,625,221,2
0020.jpg,1,620,208,0
0021.jpg,1,614,179,0
0022.jpg,1,612,156,0
0023.jpg,1,608,138,0
0024.jpg,1,605,120,0
0025.jpg,1,599,101,0
0026.jpg,1,597,87,0
0027.jpg,1,594,77,0
0028.jpg,1,589,65,0
0029.jpg,1,586,60,1
0030.jpg,1,581,62,0
0031.jpg,1,579,66,0
0032.jpg,1,576,70,0
0033.jpg,1,572,75,0
0034.jpg,1,570,77,0
0035.jpg,1,564,84,0
0036.jpg,1,559,90,0
0037.jpg,1,555,97,0
0038.jpg,1,550,106,0
0039.jpg,1,547,116,0
0040.jpg,1,541,125,0
0041.jpg,1,537,136,0
0042.jpg,1,532,148,0
0043.jpg,1,526,159,0
0044.jpg,1,521,174,0
0045.jpg,1,514,190,0
0046.jpg,1,509,205,0
0047.jpg,1,503,224,0
0048.jpg,2,496,242,0
0049.jpg,1,490,264,0
0050.jpg,1,482,281,0
0051.jpg,1,476,304,0
0052.jpg,1,471,325,0
0053.jpg,1,463,348,0
0054.jpg,1,458,356,2
0055.jpg,1,451,353,0
0056.jpg,1,446,353,0
0057.jpg,1,440,352,0
0058.jpg,1,435,353,0
0059.jpg,1,430,357,0
0060.jpg,1,423,361,0
0061.jpg,1,416,365,0
0062.jpg,1,410,371,0
0063.jpg,1,405,381,0
0064.jpg,1,399,388,0
0065.jpg,1,393,399,0
0066.jpg,1,385,411,0
0067.jpg,1,378,423,0
0068.jpg,3,412,391,1
0069.jpg,1,447,361,0
0070.jpg,1,479,330,0
0071.jpg,1,512,304,0
0072.jpg,2,541,281,0
0073.jpg,1,567,259,0
0074.jpg,1,595,243,0
0075.jpg,1,616,228,0
0076.jpg,1,639,217,0
0077.jpg,1,659,202,0
0078.jpg,1,680,194,0
0079.jpg,1,696,190,0
0080.jpg,1,715,184,0
0081.jpg,1,729,179,0
0082.jpg,1,745,177,0
0083.jpg,1,761,176,0
0084.jpg,1,772,176,0
0085.jpg,1,783,176,2
0086.jpg,1,794,159,0
0087.jpg,1,803,147,0
0088.jpg,1,810,135,0
0089.jpg,2,816,127,0
0090.jpg,1,825,117,0
0091.jpg,1,831,109,0
0092.jpg,1,839,104,0
0093.jpg,1,846,98,0
0094.jpg,1,851,95,0
0095.jpg,1,858,91,0
0096.jpg,1,865,89,0
0097.jpg,1,861,87,1
0098.jpg,1,847,87,0
0099.jpg,1,829,86,0
0100.jpg,1,813,86,0
0101.jpg,1,799,87,0
0102.jpg,1,783,91,0
0103.jpg,1,766,93,0
0104.jpg,1,750,98,0
0105.jpg,1,734,103,0
0106.jpg,1,718,109,0
0107.jpg,1,700,116,0
0108.jpg,1,683,126,0
0109.jpg,1,666,135,0
0110.jpg,1,648,144,0
0111.jpg,1,628,159,0
0112.jpg,1,612,170,0
0113.jpg,1,593,186,0
0114.jpg,1,573,200,0
0115.jpg,1,555,218,0
0116.jpg,1,536,233,0
0117.jpg,1,515,254,0
0118.jpg,1,498,275,0
0119.jpg,1,477,298,0
0120.jpg,1,458,318,0
