file name,visibility,x-coordinate,y-coordinate,status
0000.jpg,1,576,367,0
0001.jpg,1,575,367,0
0002.jpg,1,574,370,0
0003.jpg,1,573,373,0
0004.jpg,1,572,377,0
0005.jpg,1,571,382,0
0006.jpg,1,571,388,0
0007.jpg,1,570,398,0
0008.jpg,2,580,387,1
0009.jpg,1,596,370,0
0010.jpg,1,607,357,0
0011.jpg,1,620,344,0
0012.jpg,1,628,334,0
0013.jpg,1,636,327,0
0014.jpg,2,642,323,0
0015.jpg,1,648,318,0
0016.jpg,1,653,316,0
0017.jpg,1,657,314,0
0018.jpg,1,660,315,2
0019.jpg,1,662,296,0
0020.jpg,1,666,274,0
0021.jpg,1,668,256,0
0022.jpg,1,671,240,0
0023.jpg,1,672,223,0
0024.jpg,1,674,211,0
0025.jpg,1,675,197,0
0026.jpg,1,677,187,0
0027.jpg,1,678,178,0
0028.jpg,1,679,172,0
0029.jpg,1,680,166,0
0030.jpg,1,683,173,1
0031.jpg,1,686,182,0
0032.jpg,1,690,193,0
0033.jpg,1,692,202,0
0034.jpg,2,695,211,0
0035.jpg,2,699,225,0
0036.jpg,2,702,240,0
0037.jpg,1,706,257,0
0038.jpg,1,707,271,0
0039.jpg,1,710,287,0
0040.jpg,1,713,305,0
0041.jpg,1,715,327,0
0042.jpg,1,719,346,0
0043.jpg,1,720,369,0
0044.jpg,1,722,396,0
0045.jpg,1,724,420,0
0046.jpg,1,726,445,0
0047.jpg,1,729,474,0
0048.jpg,1,731,507,0
0049.jpg,1,733,533,2
0050.jpg,1,735,532,0
0051.jpg,1,737,533,0
0052.jpg,1,741,536,0
0053.jpg,1,742,541,0
0054.jpg,1,744,546,0
0055.jpg,1,747,551,0
0056.jpg,2,731,523,1
0057.jpg,2,718,495,0
0058.jpg,1,699,458,0
0059.jpg,1,683,434,0
0060.jpg,1,671,415,0
0061.jpg,1,657,394,0
0062.jpg,1,644,377,0
0063.jpg,2,634,363,0
0064.jpg,1,625,352,0
0065.jpg,1,616,341,0
0066.jpg,1,605,333,0
0067.jpg,1,595,324,0
